ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII,logRT,Ph,NB
192,1,5,661,0,463,1,chvou3,zyou3,6.13772705408623,1.7638,1
192,20,10,1532,1,232,1,chvou3,zyou3,5.44673737166631,1.7638,1
192,8,2,297,1,1525,1,chvou3,zyou3,7.32974968904151,1.7638,1
192,2,6,850,0,825,1,chvou3,zyou3,6.71538338633468,1.7638,1
193,2,5,677,1,2222,1,piang3,PiaN3,7.70616297019958,3.5954,10
193,8,3,427,1,1058,1,piang3,PiaN3,6.96413561241824,3.5954,10
193,22,10,1594,0,262,1,piang3,PiaN3,5.5683445037611,3.5954,10
193,1,4,534,0,1028,1,piang3,PiaN3,6.93537044601511,3.5954,10
194,22,7,1095,1,1886,1,xong1,xoN1,7.5422134631934,2.6132,4
194,8,10,1580,0,461,1,xong1,xoN1,6.13339804299665,2.6132,4
194,2,8,1126,0,2618,1,xong1,xoN1,7.87016594646984,2.6132,4
195,2,3,404,0,971,1,sv3,sy3,6.87832646829133,1.6827,7
195,22,1,151,0,2459,1,sv3,sy3,7.80751004221619,1.6827,7
195,1,2,302,0,752,1,sv3,sy3,6.62273632394984,1.6827,7
195,20,10,1447,1,490,1,sv3,sy3,6.19440539110467,1.6827,7
195,8,3,381,0,1159,1,sv3,sy3,7.05531284333975,1.6827,7
196,2,10,1544,0,1103,1,eng2,^N2,7.0057890192535,2.9851,25
196,8,6,824,0,1159,1,eng2,^N2,7.05531284333975,2.9851,25
196,22,10,1516,0,1194,1,eng2,^N2,7.08506429395255,2.9851,25
196,1,3,372,0,1753,1,eng2,^N2,7.46908388492123,2.9851,25
197,1,9,1427,0,374,1,zhiei4,Ziei4,5.92425579741453,1.7577,0
197,20,8,1188,1,255,1,zhiei4,Ziei4,5.54126354515843,1.7577,0
197,8,2,232,0,868,1,zhiei4,Ziei4,6.76619171466035,1.7577,0
197,22,2,292,1,3391,1,zhiei4,Ziei4,8.12888014212564,1.7577,0
197,2,6,925,0,862,1,zhiei4,Ziei4,6.75925527066369,1.7577,0
198,8,2,185,1,1859,1,men3,m^n3,7.52779398772144,3.3442,20
198,1,10,1441,0,271,1,men3,m^n3,5.6021188208797,3.3442,20
198,22,2,184,0,3794,1,men3,m^n3,8.24117615049496,3.3442,20
198,2,2,265,1,2683,1,men3,m^n3,7.89469085042562,3.3442,20
199,1,1,4,0,3404,1,zvan2,cy[n2,8.13270648969326,2.6506,4
199,8,2,304,1,1943,1,zvan2,cy[n2,7.57198844937744,2.6506,4
199,22,4,547,0,1634,1,zvan2,cy[n2,7.39878627541995,2.6506,4
199,2,7,1031,0,922,1,zvan2,cy[n2,6.82654522355659,2.6506,4
200,8,9,1400,0,636,1,nvang4,nyaN4,6.45519856334012,2.6285,2
200,22,1,125,0,2793,1,nvang4,nyaN4,7.93487156594518,2.6285,2
200,2,5,698,0,866,1,nvang4,nyaN4,6.76388490856244,2.6285,2
200,1,6,936,0,452,1,nvang4,nyaN4,6.11368217983223,2.6285,2
201,2,1,95,0,2102,1,zhuo4,Zuo4,7.6506445514369,2.9912,18
201,8,1,105,0,3478,1,zhuo4,Zuo4,8.15421269491423,2.9912,18
201,1,7,1108,0,442,1,zhuo4,Zuo4,6.0913098820777,2.9912,18
201,22,1,92,0,3233,1,zhuo4,Zuo4,8.08116577772543,2.9912,18
202,2,7,1119,0,1336,1,zhe1,Ze1,7.19743535409659,2.8229,20
202,1,10,1580,0,314,1,zhe1,Ze1,5.74939298590825,2.8229,20
202,8,6,953,0,709,1,zhe1,Ze1,6.56385552653213,2.8229,20
202,22,5,678,1,1455,1,zhe1,Ze1,7.28276117960559,2.8229,20
203,1,6,915,0,565,1,meng1,m^N1,6.33682573114644,3.9741,23
203,8,8,1229,1,867,1,meng1,m^N1,6.76503897678054,3.9741,23
203,2,6,845,1,1144,1,meng1,m^N1,7.04228617193974,3.9741,23
203,22,9,1402,1,2800,1,meng1,m^N1,7.9373746961633,3.9741,23
203,20,6,824,1,436,1,meng1,m^N1,6.07764224334903,3.9741,23
204,2,6,851,1,1513,1,fian2,fi[n2,7.32184971378836,2.7481,12
204,22,8,1213,0,1131,1,fian2,fi[n2,7.03085747611612,2.7481,12
204,1,3,349,0,940,1,fian2,fi[n2,6.84587987526405,2.7481,12
204,8,3,341,1,2654,1,fian2,fi[n2,7.88382321489215,2.7481,12
205,1,9,1369,0,559,1,fia4,fia4,6.3261494731551,1.7383,6
205,20,1,46,1,2124,1,fia4,fia4,7.66105638236183,1.7383,6
205,22,8,1151,0,1304,1,fia4,fia4,7.1731917424866,1.7383,6
205,8,7,1113,1,1561,1,fia4,fia4,7.35308192051543,1.7383,6
205,2,10,1543,0,1810,1,fia4,fia4,7.50108212425987,1.7383,6
206,2,8,1167,0,1234,1,pue1,Pue1,7.11801620446533,1.6909,6
206,1,4,549,0,624,1,pue1,Pue1,6.43615036836943,1.6909,6
206,22,4,628,0,2278,1,pue1,Pue1,7.73105314400713,1.6909,6
206,8,3,408,0,1006,1,pue1,Pue1,6.91373735065968,1.6909,6
207,8,2,234,0,1846,1,zhiang2,ZiaN2,7.5207764150628,2.7792,8
207,1,3,442,0,1120,1,zhiang2,ZiaN2,7.02108396428914,2.7792,8
207,2,10,1562,0,2114,1,zhiang2,ZiaN2,7.65633716643018,2.7792,8
207,22,8,1144,0,1202,1,zhiang2,ZiaN2,7.09174211509515,2.7792,8
208,2,8,1181,0,887,1,kvan3,Ky[n3,6.78784498230958,2.6506,4
208,8,5,773,1,830,1,kvan3,Ky[n3,6.72142570079064,2.6506,4
208,1,1,12,0,1390,1,kvan3,Ky[n3,7.23705902612474,2.6506,4
208,20,4,555,1,235,1,kvan3,Ky[n3,5.45958551414416,2.6506,4
208,22,3,380,0,3269,1,kvan3,Ky[n3,8.09223940672421,2.6506,4
209,2,8,1219,0,721,1,qui3,qui3,6.58063913728495,2.1417,2
209,1,3,423,0,1153,1,qui3,qui3,7.05012252026906,2.1417,2
209,8,8,1150,1,301,1,qui3,qui3,5.70711026474888,2.1417,2
209,22,5,754,0,1697,1,qui3,qui3,7.43661726523423,2.1417,2
210,1,8,1221,0,839,1,hiong2,hioN2,6.73221070646721,2.9172,5
210,8,5,788,1,1019,1,hiong2,hioN2,6.92657703322272,2.9172,5
210,2,2,188,0,1037,1,hiong2,hioN2,6.94408720822953,2.9172,5
210,22,8,1145,0,661,1,hiong2,hioN2,6.49375383985169,2.9172,5
211,8,6,839,0,829,1,rv3,ry3,6.7202201551353,1.5964,6
211,22,6,901,0,1267,1,rv3,ry3,7.14440718032114,1.5964,6
211,2,9,1340,1,2715,1,rv3,ry3,7.90654723236804,1.5964,6
211,1,8,1144,0,1349,1,rv3,ry3,7.20711885620776,1.5964,6
212,8,2,212,0,1793,1,len4,l^n4,7.49164547360513,3.0941,23
212,22,8,1200,1,1317,1,len4,l^n4,7.18311170174328,3.0941,23
212,2,6,937,0,2020,1,len4,l^n4,7.61085279039525,3.0941,23
212,20,6,823,1,373,1,len4,l^n4,5.92157841964382,3.0941,23
213,8,4,490,1,2112,1,shin4,Sin4,7.65539064482615,2.0185,12
213,22,4,636,0,2340,1,shin4,Sin4,7.75790620835175,2.0185,12
213,2,7,1118,0,1351,1,shin4,Sin4,7.2086003379602,2.0185,12
213,1,4,481,0,648,1,shin4,Sin4,6.47389069635227,2.0185,12
213,20,1,109,1,488,1,shin4,Sin4,6.19031540585315,2.0185,12
214,22,7,1114,0,1233,1,chiao1,ziau1,7.11720550316434,1.9391,12
214,1,3,385,0,938,1,chiao1,ziau1,6.84374994900622,1.9391,12
214,8,1,148,0,1229,1,chiao1,ziau1,7.11395610956603,1.9391,12
214,2,6,803,0,605,1,chiao1,ziau1,6.40522845803084,1.9391,12
215,22,9,1393,0,865,1,nuang2,nuaN2,6.76272950693188,2.1825,10
215,2,7,1093,1,1323,1,nuang2,nuaN2,7.18765716411496,2.1825,10
215,1,6,900,0,1225,1,nuang2,nuaN2,7.11069612297883,2.1825,10
215,8,1,1,0,1243,1,nuang2,nuaN2,7.12528309151071,2.1825,10
216,8,5,796,0,1192,1,jeng4,j^N4,7.0833878476253,3.1611,21
216,1,2,208,0,1073,1,jeng4,j^N4,6.9782137426307,3.1611,21
216,22,3,364,0,3050,1,jeng4,j^N4,8.02289686960146,3.1611,21
216,2,8,1203,0,852,1,jeng4,j^N4,6.74758652682932,3.1611,21
217,8,7,1008,0,757,1,rvn3,ryn3,6.62936325343745,2.071,4
217,1,8,1163,0,964,1,rvn3,ryn3,6.87109129461055,2.071,4
217,22,6,898,0,1161,1,rvn3,ryn3,7.05703698169789,2.071,4
217,2,4,490,0,1814,1,rvn3,ryn3,7.50328963067508,2.071,4
218,2,6,938,0,1632,1,fi3,fi3,7.39756153552405,1.8696,17
218,1,6,825,0,543,1,fi3,fi3,6.29710931993394,1.8696,17
218,8,7,1072,0,989,1,fi3,fi3,6.89669433162271,1.8696,17
218,22,7,976,0,862,1,fi3,fi3,6.75925527066369,1.8696,17
219,22,9,1333,0,606,1,rve3,rye3,6.40687998606931,2.2579,3
219,20,4,583,1,250,1,rve3,rye3,5.52146091786225,2.2579,3
219,8,6,810,0,1233,1,rve3,rye3,7.11720550316434,2.2579,3
219,2,4,503,0,952,1,rve3,rye3,6.85856503479136,2.2579,3
219,1,6,846,0,438,1,rve3,rye3,6.08221891037645,2.2579,3
220,1,6,925,0,405,1,kva3,Kya3,6.00388706710654,1.6164,2
220,22,8,1186,0,843,1,kva3,Kya3,6.73696695800186,1.6164,2
220,8,10,1480,0,702,1,kva3,Kya3,6.55393340402581,1.6164,2
220,2,5,672,0,1632,1,kva3,Kya3,7.39756153552405,1.6164,2
221,1,4,618,0,719,1,jou4,jou4,6.57786135772105,2.2047,20
221,8,1,149,0,2595,1,jou4,jou4,7.86134179559999,2.2047,20
221,22,6,937,1,2936,1,jou4,jou4,7.98480338973441,2.2047,20
221,2,1,111,1,2693,1,jou4,jou4,7.8984110928116,2.2047,20
222,2,2,204,0,2974,1,fun3,fun3,7.9976631270201,2.3842,19
222,22,1,136,0,2200,1,fun3,fun3,7.69621263934641,2.3842,19
222,1,4,543,0,862,1,fun3,fun3,6.75925527066369,2.3842,19
222,20,6,813,1,362,1,fun3,fun3,5.89164421182577,2.3842,19
222,8,9,1408,0,855,1,fun3,fun3,6.75110146893676,2.3842,19
223,2,10,1530,0,1131,1,kue2,Ku^2,7.03085747611612,2.5975,10
223,1,3,475,0,1058,1,kue2,Ku^2,6.96413561241824,2.5975,10
223,20,7,978,1,246,1,kue2,Ku^2,5.50533153593236,2.5975,10
223,8,10,1597,0,762,1,kue2,Ku^2,6.63594655568665,2.5975,10
223,22,3,326,0,2165,1,kue2,Ku^2,7.68017564043659,2.5975,10
224,1,1,126,0,843,1,rua4,rua4,6.73696695800186,2.4174,12
224,22,8,1159,0,889,1,rua4,rua4,6.7900972355139,2.4174,12
224,2,5,676,1,1044,1,rua4,rua4,6.95081476844258,2.4174,12
224,8,1,12,1,2160,1,rua4,rua4,7.67786350067821,2.4174,12
225,8,3,446,0,893,1,zv2,cy2,6.7945865808765,1.6827,7
225,2,8,1163,0,772,1,zv2,cy2,6.64898455002478,1.6827,7
225,1,9,1352,1,3291,1,zv2,cy2,8.09894674894334,1.6827,7
225,22,9,1428,0,1375,1,zv2,cy2,7.22620901010067,1.6827,7
226,8,10,1550,1,1454,1,hiao3,hiau3,7.28207365809346,1.9391,12
226,22,4,607,0,1423,1,hiao3,hiau3,7.26052259808985,1.9391,12
226,2,2,202,0,1200,1,hiao3,hiau3,7.09007683577609,1.9391,12
226,1,10,1479,0,629,1,hiao3,hiau3,6.44413125670044,1.9391,12
227,2,3,382,0,2063,1,chiai2,ziai2,7.63191651307125,1.9437,3
227,1,10,1587,0,421,1,chiai2,ziai2,6.04263283368238,1.9437,3
227,22,9,1438,0,892,1,chiai2,ziai2,6.79346613258001,1.9437,3
227,8,10,1499,1,539,1,chiai2,ziai2,6.289715570909,1.9437,3
228,22,7,1026,0,1267,1,zhuai4,Zuai4,7.14440718032114,2.7038,11
228,1,8,1140,1,1448,1,zhuai4,Zuai4,7.27793857294566,2.7038,11
228,2,2,256,0,1450,1,zhuai4,Zuai4,7.27931883541462,2.7038,11
228,8,10,1450,0,608,1,zhuai4,Zuai4,6.41017488196617,2.7038,11
229,8,8,1183,1,475,1,shv1,Sy1,6.16331480403464,1.6827,7
229,1,8,1147,0,2520,1,shv1,Sy1,7.83201418050547,1.6827,7
229,22,3,442,0,3079,1,shv1,Sy1,8.0323601479245,1.6827,7
229,2,7,1072,0,2010,1,shv1,Sy1,7.60589000105312,1.6827,7
230,22,6,865,0,824,1,chie2,zi[2,6.71417052990947,1.7444,12
230,1,1,103,0,727,1,chie2,zi[2,6.58892647753352,1.7444,12
230,2,6,855,0,655,1,chie2,zi[2,6.48463523563525,1.7444,12
230,8,1,113,0,2329,1,chie2,zi[2,7.75319426988434,1.7444,12
230,20,2,230,1,2092,1,chie2,zi[2,7.64587582518481,1.7444,12
231,2,1,114,1,1004,1,duai3,tuai3,6.91174730025167,2.3821,10
231,1,9,1363,0,475,1,duai3,tuai3,6.16331480403464,2.3821,10
231,22,4,495,0,2243,1,duai3,tuai3,7.71556953452021,2.3821,10
231,8,4,559,1,1195,1,duai3,tuai3,7.08590146436561,2.3821,10
232,8,8,1174,0,908,1,svo4,syo4,6.81124437860129,1.3483,1
232,20,8,1224,1,279,1,svo4,syo4,5.63121178182137,1.3483,1
232,22,9,1286,0,1157,1,svo4,syo4,7.05358572719368,1.3483,1
232,1,4,483,0,631,1,svo4,syo4,6.44730586254121,1.3483,1
232,2,5,783,0,1210,1,svo4,syo4,7.09837563859079,1.3483,1
233,2,1,50,0,2391,1,che4,ze4,7.77946696745832,2.8229,20
233,8,7,975,0,774,1,che4,ze4,6.65157187358973,2.8229,20
233,22,5,726,1,2635,1,che4,ze4,7.87663846097546,2.8229,20
233,1,10,1472,0,273,1,che4,ze4,5.60947179518496,2.8229,20
234,8,6,889,0,1639,1,fuan1,fuan1,7.40184157874383,2.9253,19
234,1,2,296,0,1559,1,fuan1,fuan1,7.35179986905778,2.9253,19
234,2,6,846,1,1480,1,fuan1,fuan1,7.29979736675816,2.9253,19
234,22,5,648,1,2125,1,fuan1,fuan1,7.66152708135852,2.9253,19
235,1,3,437,0,694,1,luai4,luai4,6.5424719605068,2.2736,9
235,2,4,549,0,1012,1,luai4,luai4,6.91968384984741,2.2736,9
235,22,7,1099,0,1493,1,luai4,luai4,7.30854279753919,2.2736,9
235,8,6,807,0,954,1,luai4,luai4,6.86066367144829,2.2736,9
236,22,4,521,1,1609,1,zvang4,cyaN4,7.38336814699238,2.6817,1
236,2,1,12,0,1680,1,zvang4,cyaN4,7.4265490723973,2.6817,1
236,1,10,1526,0,1078,1,zvang4,cyaN4,6.98286275146894,2.6817,1
236,8,6,862,0,618,1,zvang4,cyaN4,6.42648845745769,2.6817,1
237,1,4,541,0,1901,1,zhe4,Ze4,7.55013534248843,2.8229,20
237,22,3,395,1,2201,1,zhe4,Ze4,7.69666708152646,2.8229,20
237,8,8,1226,1,597,1,zhe4,Ze4,6.3919171133926,2.8229,20
237,2,1,52,0,2512,1,zhe4,Ze4,7.82883452758809,2.8229,20
238,22,5,694,0,1917,1,muan1,muan1,7.55851674304564,2.8208,20
238,2,6,818,0,502,1,muan1,muan1,6.21860011969173,2.8208,20
238,8,7,1066,1,720,1,muan1,muan1,6.5792512120101,2.8208,20
238,1,1,134,0,1408,1,muan1,muan1,7.24992553671799,2.8208,20
239,2,2,220,0,2415,1,zuai2,cuai2,7.78945456608667,2.4651,10
239,22,3,388,0,1801,1,zuai2,cuai2,7.49609734517596,2.4651,10
239,8,8,1244,1,723,1,zuai2,cuai2,6.58340922215876,2.4651,10
239,20,1,68,1,572,1,zuai2,cuai2,6.3491389913798,2.4651,10
239,1,9,1381,0,619,1,zuai2,cuai2,6.4281052726846,2.4651,10
240,2,1,73,1,2849,1,puou1,Puou1,7.95472333449791,2.3968,1
240,22,7,1120,0,1958,1,puou1,Puou1,7.57967882309046,2.3968,1
240,8,6,857,1,1022,1,puou1,Puou1,6.92951677076365,2.3968,1
240,1,8,1187,0,811,1,puou1,Puou1,6.69826805411541,2.3968,1
241,22,10,1485,0,2445,1,pve1,Py^1,7.80180040190897,2.3226,3
241,1,1,100,0,601,1,pve1,Py^1,6.39859493453521,2.3226,3
241,2,8,1280,0,706,1,pve1,Py^1,6.55961523749324,2.3226,3
241,8,2,261,0,1096,1,pve1,Py^1,6.99942246750796,2.3226,3
242,22,8,1214,0,576,1,dvang3,tyaN3,6.35610766069589,2.6817,1
242,1,6,933,0,805,1,dvang3,tyaN3,6.69084227741856,2.6817,1
242,8,4,583,1,2338,1,dvang3,tyaN3,7.75705114203201,2.6817,1
242,2,10,1479,0,960,1,dvang3,tyaN3,6.86693328446188,2.6817,1
243,1,10,1456,0,539,1,tiei4,Tiei4,6.289715570909,2.3663,1
243,22,7,1027,0,994,1,tiei4,Tiei4,6.90173720665657,2.3663,1
243,2,5,791,1,1943,1,tiei4,Tiei4,7.57198844937744,2.3663,1
243,8,7,982,1,503,1,tiei4,Tiei4,6.22059017009974,2.3663,1
244,22,9,1309,0,564,1,kv1,Ky1,6.33505425149806,1.6827,6
244,2,9,1377,0,880,1,kv1,Ky1,6.77992190747225,1.6827,6
244,1,4,492,0,669,1,kv1,Ky1,6.50578406012823,1.6827,6
244,8,8,1182,1,501,1,kv1,Ky1,6.21660610108486,1.6827,6
245,2,8,1246,0,776,1,zhue4,Zue4,6.65415252018322,2.5425,10
245,8,3,437,0,965,1,zhue4,Zue4,6.87212810133899,2.5425,10
245,22,5,772,1,1654,1,zhue4,Zue4,7.41095187558364,2.5425,10
245,1,10,1547,0,379,1,zhue4,Zue4,5.93753620508243,2.5425,10
246,2,6,955,0,1320,1,gvai4,kyai4,7.18538701558042,1.8462,2
246,8,3,366,0,1640,1,gvai4,kyai4,7.40245152081824,1.8462,2
246,22,5,660,0,1801,1,gvai4,kyai4,7.49609734517596,1.8462,2
246,1,10,1573,0,584,1,gvai4,kyai4,6.36990098282823,1.8462,2
247,22,2,166,1,3247,1,jua1,jua1,8.08548677210285,2.3702,12
247,2,7,1109,0,1039,1,jua1,jua1,6.94601399109923,2.3702,12
247,1,1,47,0,1520,1,jua1,jua1,7.32646561384032,2.3702,12
247,8,1,106,0,1688,1,jua1,jua1,7.4312996751559,2.3702,12
248,20,4,551,1,512,1,sve1,sye1,6.23832462503951,2.3226,3
248,22,3,423,1,2194,1,sve1,sye1,7.69348164083518,2.3226,3
248,2,3,333,0,1985,1,sve1,sye1,7.59337419312129,2.3226,3
248,8,5,735,0,752,1,sve1,sye1,6.62273632394984,2.3226,3
248,1,2,234,0,716,1,sve1,sye1,6.57368016696065,2.3226,3
249,8,5,654,1,1087,1,giang3,kiaN3,6.99117688712121,2.7792,8
249,2,6,892,0,687,1,giang3,kiaN3,6.53233429222235,2.7792,8
249,22,6,825,0,1181,1,giang3,kiaN3,7.07411681619736,2.7792,8
249,1,8,1227,0,369,1,giang3,kiaN3,5.91079664404053,2.7792,8
250,8,7,1105,1,776,1,shiei4,Siei4,6.65415252018322,1.7577,1
250,2,9,1284,0,3251,1,shiei4,Siei4,8.08671792030391,1.7577,1
250,22,9,1408,0,1566,1,shiei4,Siei4,7.35627987655075,1.7577,1
250,1,6,879,0,612,1,shiei4,Siei4,6.41673228251233,1.7577,1
250,20,10,1533,1,276,1,shiei4,Siei4,5.62040086571715,1.7577,1
251,8,2,306,0,1171,1,cve4,Cye4,7.06561336359772,2.3226,3
251,22,9,1416,0,575,1,cve4,Cye4,6.35437004079735,2.3226,3
251,20,4,515,1,550,1,cve4,Cye4,6.30991827822652,2.3226,3
251,1,1,43,0,841,1,cve4,Cye4,6.73459165997295,2.3226,3
252,2,8,1230,0,747,1,xan2,xan2,6.61606518513282,2.8431,26
252,1,4,562,1,661,1,xan2,xan2,6.49375383985169,2.8431,26
252,22,9,1410,0,1242,1,xan2,xan2,7.12447826249342,2.8431,26
252,20,5,755,1,230,1,xan2,xan2,5.4380793089232,2.8431,26
252,8,6,809,1,2020,1,xan2,xan2,7.61085279039525,2.8431,26
253,22,3,472,1,3087,1,puao1,Puau1,8.03495502450216,2.0179,2
253,8,6,837,0,1107,1,puao1,Puau1,7.00940893270864,2.0179,2
253,1,1,23,0,1949,1,puao1,Puau1,7.57507169950756,2.0179,2
253,2,5,645,0,784,1,puao1,Puau1,6.66440902035041,2.0179,2
254,8,5,760,0,809,1,ruang4,ruaN4,6.69579891705849,3.3225,9
254,1,4,574,0,400,1,ruang4,ruaN4,5.99146454710798,3.3225,9
254,2,2,257,1,2589,1,ruang4,ruaN4,7.85902697975154,3.3225,9
254,22,2,308,0,2452,1,ruang4,ruaN4,7.8046592970561,3.3225,9
254,20,1,83,1,721,1,ruang4,ruaN4,6.58063913728495,3.3225,9
255,22,7,1020,0,1900,1,cia2,Cia2,7.54960916515453,1.7383,6
255,2,9,1309,0,1041,1,cia2,Cia2,6.94793706861497,1.7383,6
255,1,5,759,0,1621,1,cia2,Cia2,7.39079852173568,1.7383,6
255,8,4,502,1,2030,1,cia2,Cia2,7.61579107203583,1.7383,6
256,1,10,1462,0,384,1,xvao3,xyau3,5.95064255258773,1.8416,1
256,2,10,1568,1,1930,1,xvao3,xyau3,7.56527528189893,1.8416,1
256,22,5,696,0,3538,1,xvao3,xyau3,8.17131687471973,1.8416,1
256,8,5,797,1,1540,1,xvao3,xyau3,7.33953769540767,1.8416,1
257,22,3,367,0,3323,1,quo4,quo4,8.1086232683546,2.673,18
257,2,10,1564,1,1742,1,quo4,quo4,7.46278915741245,2.673,18
257,1,1,118,0,609,1,quo4,quo4,6.4118182677099,2.673,18
257,8,8,1246,1,609,1,quo4,quo4,6.4118182677099,2.673,18
258,2,8,1187,0,872,1,mvo4,myo4,6.77078942390898,1.3483,1
258,1,3,430,0,823,1,mvo4,myo4,6.71295620067707,1.3483,1
258,22,9,1358,0,446,1,mvo4,myo4,6.10031895202006,1.3483,1
258,8,8,1160,1,695,1,mvo4,myo4,6.54391184556479,1.3483,1
259,8,8,1206,0,718,1,rvai1,ryai1,6.57646956904822,1.7944,0
259,22,5,739,0,1832,1,rvai1,ryai1,7.51316354523408,1.7944,0
259,2,9,1440,0,886,1,rvai1,ryai1,6.78671695060508,1.7944,0
259,1,6,916,0,1450,1,rvai1,ryai1,7.27931883541462,1.7944,0
260,1,3,448,0,957,1,cvo4,Cyo4,6.86380339145295,1.3483,1
260,8,5,708,0,1046,1,cvo4,Cyo4,6.95272864462487,1.3483,1
260,2,6,876,0,1017,1,cvo4,Cyo4,6.92461239604856,1.3483,1
260,22,3,383,1,2917,1,cvo4,Cyo4,7.97831096986772,1.3483,1
260,20,1,110,1,335,1,cvo4,Cyo4,5.81413053182507,1.3483,1
261,22,4,567,0,3020,1,xue4,xue4,8.01301211036892,2.2243,6
261,8,7,1038,0,593,1,xue4,xue4,6.38519439899773,2.2243,6
261,2,7,1017,0,2436,1,xue4,xue4,7.79811262882979,2.2243,6
261,1,7,988,0,501,1,xue4,xue4,6.21660610108486,2.2243,6
262,22,10,1468,0,819,1,tue2,Tue2,6.70808408385307,2.1713,10
262,2,3,419,0,864,1,tue2,Tue2,6.76157276880406,2.1713,10
262,1,1,88,0,1585,1,tue2,Tue2,7.36833968631138,2.1713,10
262,8,6,828,0,2124,1,tue2,Tue2,7.66105638236183,2.1713,10
263,8,2,202,0,3511,1,zue1,cu^1,8.16365617616843,2.2441,9
263,22,5,720,0,1836,1,zue1,cu^1,7.51534457118044,2.2441,9
263,20,10,1507,1,270,1,zue1,cu^1,5.59842195899838,2.2441,9
263,2,2,197,0,1743,1,zue1,cu^1,7.46336304552002,2.2441,9
263,1,4,522,0,1149,1,zue1,cu^1,7.04664727784876,2.2441,9
264,1,3,386,0,1151,1,miei2,miei2,7.04838640872188,2.6571,2
264,2,7,1014,0,811,1,miei2,miei2,6.69826805411541,2.6571,2
264,22,5,767,0,2168,1,miei2,miei2,7.68156036255954,2.6571,2
264,8,2,201,1,1729,1,miei2,miei2,7.45529848568329,2.6571,2
264,20,10,1543,1,227,1,miei2,miei2,5.4249500174814,2.6571,2
265,8,6,905,0,3178,1,zing1,ciN1,8.06400734709666,2.339,14
265,22,5,700,0,2048,1,zing1,ciN1,7.6246189861594,2.339,14
265,2,5,708,0,601,1,zing1,ciN1,6.39859493453521,2.339,14
265,1,10,1594,0,675,1,zing1,ciN1,6.51471269087253,2.339,14
266,8,3,460,1,2197,1,shiu4,Siou4,7.69484807238461,1.8922,1
266,1,10,1559,0,1251,1,shiu4,Siou4,7.13169851046691,1.8922,1
266,2,10,1491,0,1559,1,shiu4,Siou4,7.35179986905778,1.8922,1
266,22,2,235,1,2602,1,shiu4,Siou4,7.86403565907245,1.8922,1
267,1,5,663,0,625,1,ziang4,ciaN4,6.4377516497364,2.7792,7
267,2,3,395,1,1306,1,ziang4,ciaN4,7.17472430983638,2.7792,7
267,8,5,745,1,1525,1,ziang4,ciaN4,7.32974968904151,2.7792,7
267,22,8,1160,0,898,1,ziang4,ciaN4,6.8001700683022,2.7792,7
268,1,5,733,0,1089,1,bing2,piN2,6.99301512293296,3.423,15
268,2,9,1363,0,914,1,bing2,piN2,6.81783057145415,3.423,15
268,22,7,1016,0,1540,1,bing2,piN2,7.33953769540767,3.423,15
268,8,4,526,1,1520,1,bing2,piN2,7.32646561384032,3.423,15
269,2,1,32,0,1246,1,nvan1,ny[n1,7.1276936993474,2.5974,5
269,22,6,816,0,1255,1,nvan1,ny[n1,7.13489085156588,2.5974,5
269,1,9,1366,0,426,1,nvan1,ny[n1,6.05443934626937,2.5974,5
269,8,2,313,1,1899,1,nvan1,ny[n1,7.54908271081229,2.5974,5
270,1,9,1400,0,1206,1,qve2,qy^2,7.09506437728713,5.1101,5
270,8,1,150,0,1238,1,qve2,qy^2,7.12125245324454,5.1101,5
270,22,9,1335,0,901,1,qve2,qy^2,6.80350525760834,5.1101,5
270,2,9,1293,0,899,1,qve2,qy^2,6.80128303447162,5.1101,5
271,22,3,375,0,1953,1,niai1,niai1,7.57712193087668,1.4947,5
271,8,3,467,0,1039,1,niai1,niai1,6.94601399109923,1.4947,5
271,2,6,900,0,486,1,niai1,niai1,6.18620862390049,1.4947,5
271,20,6,903,1,255,1,niai1,niai1,5.54126354515843,1.4947,5
271,1,9,1341,0,1914,1,niai1,niai1,7.5569505720129,1.4947,5
272,1,2,214,0,828,1,gvou4,kyou4,6.71901315438526,1.7638,1
272,2,6,944,0,977,1,gvou4,kyou4,6.88448665204278,1.7638,1
272,22,1,71,0,1714,1,gvou4,kyou4,7.44658509915773,1.7638,1
272,8,6,803,0,795,1,gvou4,kyou4,6.67834211465433,1.7638,1
273,8,5,675,0,2113,1,pue3,Pue3,7.65586401761606,1.6909,6
273,22,5,667,0,1986,1,pue3,Pue3,7.59387784460512,1.6909,6
273,2,5,739,0,2923,1,pue3,Pue3,7.98036576511125,1.6909,6
273,1,6,824,0,457,1,pue3,Pue3,6.12468339089421,1.6909,6
274,1,2,284,0,1448,1,miang1,miaN1,7.27793857294566,3.6785,10
274,22,8,1122,0,1148,1,miang1,miaN1,7.04577657687951,3.6785,10
274,8,3,379,1,1386,1,miang1,miaN1,7.23417717974985,3.6785,10
274,2,4,556,0,700,1,miang1,miaN1,6.5510803350434,3.6785,10
275,1,7,1023,0,1255,1,shuao4,Suau4,7.13489085156588,2.6992,5
275,22,3,437,0,2698,1,shuao4,Suau4,7.9002660367677,2.6992,5
275,2,6,815,0,868,1,shuao4,Suau4,6.76619171466035,2.6992,5
275,8,9,1366,1,570,1,shuao4,Suau4,6.3456363608286,2.6992,5
