ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII,logRT
846,20,7,975,1,2681,1,chuo3,zuo3,7.89394513823596
846,22,10,1459,0,666,1,chuo3,zuo3,6.50128967054039
846,8,8,1278,1,472,1,chuo3,zuo3,6.15697898558556
847,8,8,1209,0,847,1,sing1,siN1,6.74170069465205
847,22,4,560,1,3244,1,sing1,siN1,8.0845624152353
847,1,1,109,0,1154,1,sing1,siN1,7.05098944706805
847,2,5,674,0,1089,1,sing1,siN1,6.99301512293296
848,1,8,1197,0,766,1,suang1,suaN1,6.64118216974059
848,22,8,1148,0,2976,1,suang1,suaN1,7.99833539595298
848,2,7,1081,0,964,1,suang1,suaN1,6.87109129461055
848,8,6,911,0,1042,1,suang1,suaN1,6.94889722231331
849,1,8,1192,0,727,1,pio2,Pio2,6.58892647753352
849,8,9,1308,0,935,1,pio2,Pio2,6.84054652928869
849,22,4,632,0,1287,1,pio2,Pio2,7.16006920759613
849,2,8,1212,0,1280,1,pio2,Pio2,7.15461535691366
850,1,8,1168,0,801,1,cvo1,Cyo1,6.68586094706836
850,8,2,238,0,1974,1,cvo1,Cyo1,7.58781721999343
850,2,6,936,0,1397,1,cvo1,Cyo1,7.24208235925696
850,22,9,1303,0,740,1,cvo1,Cyo1,6.60665018619822
851,2,1,11,1,1417,1,xen4,x^n4,7.25629723969068
851,22,7,1063,0,2238,1,xen4,x^n4,7.71333788887187
851,8,4,622,0,972,1,xen4,x^n4,6.87935580446044
851,1,6,832,0,951,1,xen4,x^n4,6.85751406254539
851,20,7,961,1,300,1,xen4,x^n4,5.7037824746562
852,8,2,196,0,1915,1,shvan4,Sy[n4,7.55747290161475
852,1,2,242,0,843,1,shvan4,Sy[n4,6.73696695800186
852,2,6,947,0,1521,1,shvan4,Sy[n4,7.32712329225929
852,20,5,693,1,332,1,shvan4,Sy[n4,5.80513496891649
852,22,2,169,0,1649,1,shvan4,Sy[n4,7.4079243225596
853,8,4,612,0,1723,1,svao2,syau2,7.45182223652793
853,22,1,61,0,1990,1,svao2,syau2,7.59588991771854
853,20,6,816,1,1980,1,svao2,syau2,7.59085212368858
853,2,6,946,0,748,1,svao2,syau2,6.61740297797448
854,2,4,499,0,1974,1,pie4,Pi^4,7.58781721999343
854,20,8,1201,1,290,1,pie4,Pi^4,5.66988092298052
854,1,2,185,0,906,1,pie4,Pi^4,6.80903930604298
854,22,5,728,0,1549,1,pie4,Pi^4,7.34536484041687
854,8,4,617,0,3887,1,pie4,Pi^4,8.26539293085222
855,1,5,708,0,1030,1,cuao1,Cuau1,6.93731408122368
855,22,5,645,0,1566,1,cuao1,Cuau1,7.35627987655075
855,8,6,823,0,1920,1,cuao1,Cuau1,7.56008046502183
855,2,5,793,0,1438,1,cuao1,Cuau1,7.27100853828099
856,22,10,1493,0,649,1,fv4,fy4,6.47543271670409
856,1,3,414,0,560,1,fv4,fy4,6.32793678372919
856,2,1,31,0,1105,1,fv4,fy4,7.00760061395185
856,8,5,759,0,1331,1,fv4,fy4,7.19368581839511
857,1,10,1527,0,396,1,duou1,tuou1,5.98141421125448
857,22,2,181,1,2602,1,duou1,tuou1,7.86403565907245
857,2,3,456,0,2663,1,duou1,tuou1,7.88720858581393
857,20,5,742,1,226,1,duou1,tuou1,5.42053499927229
857,8,9,1386,1,711,1,duou1,tuou1,6.56667242980324
858,8,7,962,1,1443,1,fiang2,fiaN2,7.27447955877387
858,2,1,65,0,1192,1,fiang2,fiaN2,7.0833878476253
858,22,1,129,0,3267,1,fiang2,fiaN2,8.09162741160107
859,2,3,381,0,2962,1,dvn1,tyn1,7.99361999482774
859,20,6,846,1,261,1,dvn1,tyn1,5.56452040732269
859,1,4,603,0,458,1,dvn1,tyn1,6.12686918411419
859,8,6,883,1,2105,1,dvn1,tyn1,7.65207074611648
859,22,6,928,0,3147,1,dvn1,tyn1,8.05420489706441
860,2,10,1593,0,1912,1,hve3,hy^3,7.55590509361135
860,22,8,1163,0,1343,1,hve3,hy^3,7.20266119652324
860,1,3,371,0,825,1,hve3,hy^3,6.71538338633468
860,8,5,670,0,1532,1,hve3,hy^3,7.33432935030054
861,22,1,7,0,2008,1,mvao3,myau3,7.60489448081162
861,2,9,1312,0,688,1,mvao3,myau3,6.53378883793334
861,8,6,917,0,375,1,mvao3,myau3,5.92692602597041
861,1,4,516,0,465,1,mvao3,myau3,6.14203740558736
862,20,10,1524,1,249,1,nio3,nio3,5.51745289646471
862,8,3,425,0,1324,1,nio3,nio3,7.18841273649695
862,22,4,492,1,2151,1,nio3,nio3,7.67368812926773
862,2,3,378,0,908,1,nio3,nio3,6.81124437860129
862,1,10,1537,0,427,1,nio3,nio3,6.05678401322862
863,20,4,518,1,686,1,za3,ca3,6.53087762772588
863,1,4,487,0,392,1,za3,ca3,5.97126183979046
863,2,10,1541,0,1153,1,za3,ca3,7.05012252026906
863,8,3,392,1,1252,1,za3,ca3,7.13249755166004
863,22,8,1150,0,1421,1,za3,ca3,7.2591161280971
864,20,7,968,1,831,1,bie4,pi^4,6.72262979485545
864,8,2,260,0,1210,1,bie4,pi^4,7.09837563859079
864,2,7,1091,0,894,1,bie4,pi^4,6.79570577517351
864,1,6,826,0,690,1,bie4,pi^4,6.5366915975913
864,22,2,240,0,1901,1,bie4,pi^4,7.55013534248843
865,1,2,247,1,1412,1,huai1,huai1,7.25276241805319
865,2,4,605,0,536,1,huai1,huai1,6.2841341610708
865,22,10,1470,0,1524,1,huai1,huai1,7.32909373624659
865,8,8,1127,1,803,1,huai1,huai1,6.68835471394676
866,2,9,1414,0,640,1,pvao4,Pyau4,6.46146817635372
866,1,1,52,0,690,1,pvao4,Pyau4,6.5366915975913
866,22,5,706,1,3210,1,pvao4,Pyau4,8.07402621612406
866,8,10,1560,0,309,1,pvao4,Pyau4,5.73334127689775
867,22,1,91,0,2904,1,piong2,PioN2,7.97384437594469
867,1,6,880,0,565,1,piong2,PioN2,6.33682573114644
867,8,6,878,1,921,1,piong2,PioN2,6.82546003625531
867,2,1,16,0,1308,1,piong2,PioN2,7.17625453201714
868,8,8,1205,1,1193,1,guao1,kuau1,7.08422642209792
868,22,10,1471,0,963,1,guao1,kuau1,6.87005341179813
868,2,2,182,1,1645,1,guao1,kuau1,7.40549566319947
868,1,2,176,0,1287,1,guao1,kuau1,7.16006920759613
869,1,2,308,0,2990,1,xuo2,xuo2,8.00302866638473
869,22,8,1226,1,1565,1,xuo2,xuo2,7.35564110297425
869,8,6,930,0,632,1,xuo2,xuo2,6.44888939414686
869,2,1,30,0,2718,1,xuo2,xuo2,7.90765159471109
870,1,5,712,0,615,1,xe1,xe1,6.42162226780652
870,8,8,1204,1,820,1,xe1,xe1,6.7093043402583
870,22,1,46,1,2687,1,xe1,xe1,7.89618060861549
870,2,7,970,0,952,1,xe1,xe1,6.85856503479136
871,22,3,397,0,2894,1,svang2,syaN2,7.97039490719143
871,2,6,878,0,1451,1,svang2,syaN2,7.28000825288419
871,8,1,98,0,2818,1,svang2,syaN2,7.94378269245863
871,1,9,1282,0,468,1,svang2,syaN2,6.14846829591765
872,1,7,1092,0,470,1,gvao3,kyau3,6.1527326947041
872,22,8,1123,0,716,1,gvao3,kyau3,6.57368016696065
872,2,2,205,0,1317,1,gvao3,kyau3,7.18311170174328
872,8,9,1406,1,724,1,gvao3,kyau3,6.58479139238572
873,2,5,753,0,983,1,qvang4,qyaN4,6.89060912014717
873,8,3,354,0,1677,1,qvang4,qyaN4,7.42476176182321
873,22,9,1357,0,490,1,qvang4,qyaN4,6.19440539110467
873,1,7,989,0,560,1,qvang4,qyaN4,6.32793678372919
874,1,9,1425,0,422,1,kio3,Kio3,6.04500531403601
874,22,6,949,0,1996,1,kio3,Kio3,7.59890045687141
874,2,6,879,0,1310,1,kio3,Kio3,7.1777824161952
874,8,1,146,0,2542,1,kio3,Kio3,7.8407064517494
875,1,2,320,1,1620,1,te2,T^2,7.39018142822643
875,22,8,1228,0,1543,1,te2,T^2,7.34148385236316
875,2,7,1084,0,1155,1,te2,T^2,7.05185562295589
875,8,4,498,0,1461,1,te2,T^2,7.2868764117507
876,22,1,44,0,2460,1,tv2,Ty2,7.80791662892641
876,1,8,1164,0,675,1,tv2,Ty2,6.51471269087253
876,2,1,145,0,2429,1,tv2,Ty2,7.79523492900217
876,8,4,610,0,908,1,tv2,Ty2,6.81124437860129
877,2,7,1078,0,559,1,gvo2,kyo2,6.3261494731551
877,1,3,381,0,1037,1,gvo2,kyo2,6.94408720822953
877,22,2,219,0,3278,1,gvo2,kyo2,8.09498875930377
877,8,4,506,1,1742,1,gvo2,kyo2,7.46278915741245
878,20,6,911,1,358,1,cvao1,Cyau1,5.8805329864007
878,2,10,1442,0,2072,1,cvao1,Cyau1,7.63626960337937
878,8,10,1494,0,952,1,cvao1,Cyau1,6.85856503479136
878,1,10,1453,0,549,1,cvao1,Cyau1,6.30809844150953
878,22,6,844,0,1665,1,cvao1,Cyau1,7.41758040241454
879,2,1,71,0,1144,1,zhvn3,Zyn3,7.04228617193974
879,22,5,795,0,2011,1,zhvn3,Zyn3,7.60638738977265
879,8,7,1022,0,399,1,zhvn3,Zyn3,5.98896141688986
879,1,5,757,0,835,1,zhvn3,Zyn3,6.72743172485086
880,20,9,1350,1,702,1,he3,he3,6.55393340402581
880,22,2,288,0,3118,1,he3,he3,8.04494704961772
880,8,8,1270,1,1889,1,he3,he3,7.54380286750151
880,1,4,512,0,761,1,he3,he3,6.63463335786169
880,2,6,880,0,776,1,he3,he3,6.65415252018322
881,22,3,322,1,1706,1,kie1,Ki[1,7.44190672805162
881,1,8,1156,0,437,1,kie1,Ki[1,6.07993319509559
881,2,10,1599,0,459,1,kie1,Ki[1,6.12905021006055
881,20,6,905,1,234,1,kie1,Ki[1,5.4553211153577
881,8,5,650,0,1281,1,kie1,Ki[1,7.15539630189673
882,8,4,581,1,2474,1,quan1,quan1,7.81359155295243
882,2,10,1466,0,1499,1,quan1,quan1,7.3125534981026
882,20,10,1581,1,265,1,quan1,quan1,5.57972982598622
882,1,3,365,0,1310,1,quan1,quan1,7.1777824161952
882,22,10,1464,0,757,1,quan1,quan1,6.62936325343745
883,20,8,1220,1,238,1,fue4,fue4,5.47227067367148
883,2,1,6,0,1412,1,fue4,fue4,7.25276241805319
883,8,8,1250,0,718,1,fue4,fue4,6.57646956904822
883,1,5,723,0,822,1,fue4,fue4,6.71174039505618
883,22,10,1478,0,911,1,fue4,fue4,6.81454289725996
884,2,1,153,0,1673,1,mvai4,myai4,7.42237370098682
884,8,6,940,0,833,1,mvai4,myai4,6.72503364216684
884,22,6,927,0,1622,1,mvai4,myai4,7.39141523467536
885,22,10,1500,0,952,1,nou1,nou1,6.85856503479136
885,1,1,32,1,1604,1,nou1,nou1,7.38025578842646
885,8,10,1557,0,745,1,nou1,nou1,6.61338421837956
885,2,9,1392,0,914,1,nou1,nou1,6.81783057145415
886,1,8,1218,0,1163,1,fai3,fai3,7.05875815251866
886,22,8,1258,0,2160,1,fai3,fai3,7.67786350067821
886,2,4,518,0,1031,1,fai3,fai3,6.93828448401696
886,8,8,1187,1,505,1,fai3,fai3,6.22455842927536
887,2,7,1104,0,877,1,kvai1,Kyai1,6.77650699237218
887,8,9,1409,1,864,1,kvai1,Kyai1,6.76157276880406
887,1,5,799,0,675,1,kvai1,Kyai1,6.51471269087253
887,22,9,1384,0,1946,1,kvai1,Kyai1,7.57353126274595
888,2,3,367,0,1581,1,zvn3,cyn3,7.36581283720947
888,8,6,956,0,622,1,zvn3,cyn3,6.43294009273918
888,1,6,894,0,1993,1,zvn3,cyn3,7.59739632021279
888,22,6,828,0,1797,1,zvn3,cyn3,7.49387388678356
889,22,6,943,1,1762,1,ten2,T^n2,7.47420480649612
889,8,5,723,1,1541,1,ten2,T^n2,7.34018683532012
889,20,4,511,1,497,1,ten2,T^n2,6.20859002609663
889,2,1,127,1,1285,1,ten2,T^n2,7.15851399732932
889,1,2,226,0,713,1,ten2,T^n2,6.5694814204143
890,20,1,15,1,1598,1,jui4,jui4,7.37650812632622
890,8,9,1381,0,473,1,jui4,jui4,6.15909538849193
890,2,3,376,0,3472,1,jui4,jui4,8.15248607578024
890,22,9,1292,0,2459,1,jui4,jui4,7.80751004221619
890,1,8,1134,0,472,1,jui4,jui4,6.15697898558556
891,22,2,256,0,1413,1,qiei2,qiei2,7.25347038268453
891,8,3,396,1,1573,1,qiei2,qiei2,7.36073990305828
891,2,1,10,0,1455,1,qiei2,qiei2,7.28276117960559
891,1,1,46,0,1045,1,qiei2,qiei2,6.95177216439891
892,2,3,360,0,1016,1,shiong2,SioN2,6.92362862813843
892,8,1,95,0,1913,1,shiong2,SioN2,7.55642796944025
892,22,4,590,0,1952,1,shiong2,SioN2,7.57660976697304
892,1,4,486,0,325,1,shiong2,SioN2,5.78382518232974
893,8,2,289,0,2013,1,hvn2,hyn2,7.60738142563979
893,20,4,526,1,508,1,hvn2,hyn2,6.23048144757848
893,2,3,347,0,813,1,hvn2,hyn2,6.70073110954781
893,1,3,394,0,865,1,hvn2,hyn2,6.76272950693188
893,22,2,304,0,1905,1,hvn2,hyn2,7.5522372875608
894,1,4,521,0,580,1,zuao2,cuau2,6.36302810354046
894,8,1,83,0,2393,1,zuao2,cuau2,7.78030308790837
894,2,7,1028,0,1929,1,zuao2,cuau2,7.56475701290573
894,22,4,579,0,1956,1,zuao2,cuau2,7.57865685059476
895,8,9,1353,1,2247,1,hva1,hya1,7.71735127218533
895,22,3,385,0,2632,1,hva1,hya1,7.87549929244521
895,2,8,1139,0,1241,1,hva1,hya1,7.12367278520461
895,1,8,1143,0,339,1,hva1,hya1,5.82600010738045
896,1,5,740,0,670,1,cvou2,Cyou2,6.50727771238501
896,2,4,510,1,1138,1,cvou2,Cyou2,7.03702761468628
896,8,7,1051,0,680,1,cvou2,Cyou2,6.52209279817015
896,22,2,209,0,2152,1,cvou2,Cyou2,7.67415292128168
897,22,2,317,1,2467,1,ring3,riN3,7.81075811652936
897,2,2,312,0,1241,1,ring3,riN3,7.12367278520461
897,8,8,1268,1,963,1,ring3,riN3,6.87005341179813
897,1,3,348,0,1617,1,ring3,riN3,7.38832785957711
897,20,1,132,1,246,1,ring3,riN3,5.50533153593236
898,2,7,998,0,814,1,jva2,jya2,6.70196036600254
898,1,7,1052,0,1241,1,jva2,jya2,7.12367278520461
898,8,9,1434,0,686,1,jva2,jya2,6.53087762772588
898,22,4,635,0,2899,1,jva2,jya2,7.97212112892166
898,20,1,82,1,292,1,jva2,jya2,5.67675380226828
899,8,3,401,0,2859,1,ziong1,cioN1,7.95822719232231
899,22,5,747,0,2367,1,ziong1,cioN1,7.76937860951398
899,1,5,758,0,443,1,ziong1,cioN1,6.09356977004514
899,2,10,1584,0,807,1,ziong1,cioN1,6.69332366826995
900,2,8,1188,0,647,1,cang4,CaN4,6.4723462945009
900,22,2,191,0,1875,1,cang4,CaN4,7.53636393840451
900,8,1,14,1,1376,1,cang4,CaN4,7.22693601849329
900,1,7,1078,1,1470,1,cang4,CaN4,7.29301767977278
901,20,9,1283,1,234,1,tue3,Tue3,5.4553211153577
901,1,4,567,0,727,1,tue3,Tue3,6.58892647753352
901,8,3,450,0,1894,1,tue3,Tue3,7.54644627374602
901,2,4,492,0,2154,1,tue3,Tue3,7.67508185771633
901,22,6,803,0,1232,1,tue3,Tue3,7.11639414409346
902,2,10,1574,0,1396,1,tai3,Tai3,7.24136628332232
902,22,5,647,0,2129,1,tai3,Tai3,7.66340766489348
902,1,1,69,1,1407,1,tai3,Tai3,7.24921505711439
902,8,10,1553,0,253,1,tai3,Tai3,5.53338948872752
903,2,8,1274,0,2722,1,cva4,Cya4,7.90912218321141
903,22,2,251,0,2069,1,cva4,Cya4,7.63482067774554
903,8,2,229,0,1008,1,cva4,Cya4,6.91572344863131
903,1,4,586,0,590,1,cva4,Cya4,6.38012253689976
904,22,10,1595,0,800,1,jiai4,jiai4,6.68461172766793
904,8,1,115,0,2581,1,jiai4,jiai4,7.85593219971861
904,20,9,1342,1,660,1,jiai4,jiai4,6.49223983502047
904,1,7,1001,0,942,1,jiai4,jiai4,6.84800527457636
904,2,10,1538,0,661,1,jiai4,jiai4,6.49375383985169
905,22,8,1271,0,952,1,nue2,nue2,6.85856503479136
905,2,1,148,0,2144,1,nue2,nue2,7.67042852219069
905,1,5,684,0,741,1,nue2,nue2,6.60800062529609
905,8,2,265,0,1030,1,nue2,nue2,6.93731408122368
905,20,1,101,1,590,1,nue2,nue2,6.38012253689976
906,8,10,1599,0,882,1,gia4,kia4,6.78219205600679
906,1,8,1214,0,911,1,gia4,kia4,6.81454289725996
906,22,1,85,0,2175,1,gia4,kia4,7.68478394352278
906,2,3,471,0,1183,1,gia4,kia4,7.07580886397839
907,1,4,496,0,723,1,lvang1,lyaN1,6.58340922215876
907,22,9,1315,0,657,1,lvang1,lyaN1,6.48768401848461
907,2,2,263,1,2486,1,lvang1,lyaN1,7.81843027207066
907,8,4,589,0,1201,1,lvang1,lyaN1,7.09090982207998
907,20,1,22,1,893,1,lvang1,lyaN1,6.7945865808765
908,1,10,1579,0,405,1,chvan1,zy[n1,6.00388706710654
908,8,6,920,0,849,1,chvan1,zy[n1,6.74405918631135
908,2,4,527,0,964,1,chvan1,zy[n1,6.87109129461055
908,22,3,371,1,2109,1,chvan1,zy[n1,7.65396918047877
909,1,6,906,0,633,1,fva3,fya3,6.45047042214418
909,22,5,758,0,943,1,fva3,fya3,6.84906628263346
909,2,8,1148,0,1049,1,fva3,fya3,6.9555926083963
909,8,1,108,0,2036,1,fva3,fya3,7.61874237767041
910,8,6,818,1,811,1,tuou4,Tuou4,6.69826805411541
910,22,9,1325,0,1028,1,tuou4,Tuou4,6.93537044601511
910,1,1,21,0,1516,1,tuou4,Tuou4,7.32383056620232
910,20,3,436,1,284,1,tuou4,Tuou4,5.64897423816121
910,2,6,910,0,527,1,tuou4,Tuou4,6.26720054854136
911,1,1,82,0,973,1,se2,s^2,6.880384082186
911,22,6,808,0,1457,1,se2,s^2,7.2841348061952
911,8,7,1079,0,942,1,se2,s^2,6.84800527457636
911,2,7,989,0,729,1,se2,s^2,6.59167373200866
912,8,8,1169,0,1066,1,ki4,Ki4,6.97166860472579
912,1,7,992,0,930,1,ki4,Ki4,6.8351845861473
912,22,8,1279,0,640,1,ki4,Ki4,6.46146817635372
912,2,2,266,1,1147,1,ki4,Ki4,7.04490511712937
913,2,2,285,0,2341,1,cong3,CoN3,7.75833346749091
913,8,3,390,1,1508,1,cong3,CoN3,7.3185395485679
913,22,2,239,0,2226,1,cong3,CoN3,7.70796153183549
913,1,4,627,0,537,1,cong3,CoN3,6.28599809450886
914,8,10,1474,1,1440,1,jvang2,jyaN2,7.27239839257005
914,2,5,688,0,829,1,jvang2,jyaN2,6.7202201551353
914,22,9,1356,0,459,1,jvang2,jyaN2,6.12905021006055
914,1,3,454,0,988,1,jvang2,jyaN2,6.89568269774787
915,8,6,834,0,963,1,ki2,Ki2,6.87005341179813
915,2,9,1329,0,2892,1,ki2,Ki2,7.96970358327866
915,22,2,189,0,2561,1,ki2,Ki2,7.84815308619953
915,1,2,232,0,671,1,ki2,Ki2,6.50876913697168
916,22,8,1157,0,3480,1,zhio2,Zio2,8.15478757276852
916,8,2,225,1,2738,1,zhio2,Zio2,7.91498300584839
916,2,7,1037,0,836,1,zhio2,Zio2,6.7286286130847
916,1,8,1121,0,558,1,zhio2,Zio2,6.32435896238131
917,1,5,787,0,822,1,giang2,kiaN2,6.71174039505618
917,22,4,588,0,1345,1,giang2,kiaN2,7.20414929203594
917,2,6,835,0,1692,1,giang2,kiaN2,7.43366654016617
917,8,1,131,1,2659,1,giang2,kiaN2,7.88570539124302
918,1,4,576,0,276,1,niao1,niau1,5.62040086571715
918,22,1,119,0,2100,1,niao1,niau1,7.64969262371151
918,2,9,1324,1,1784,1,niao1,niau1,7.48661331313996
919,8,1,29,1,2207,1,suao3,suau3,7.69938940625674
919,22,1,142,0,2755,1,suao3,suau3,7.92117272158701
919,2,9,1332,0,749,1,suao3,suau3,6.61873898351722
919,1,1,93,0,725,1,suao3,suau3,6.58617165485467
920,8,5,732,0,1866,1,kie3,Ki[3,7.53155238140729
920,2,7,1009,0,1501,1,kie3,Ki[3,7.31388683163346
920,22,6,911,0,1062,1,kie3,Ki[3,6.96790920180188
920,1,8,1205,0,490,1,kie3,Ki[3,6.19440539110467
921,22,2,202,0,1857,1,kue1,Ku^1,7.52671756135271
921,1,8,1217,0,2739,1,kue1,Ku^1,7.91534816926308
921,8,10,1523,0,402,1,kue1,Ku^1,5.99645208861902
921,2,4,564,0,1562,1,kue1,Ku^1,7.35372233039963
922,20,9,1376,1,307,1,zhie2,Zi[2,5.7268477475872
922,8,1,20,1,1995,1,zhie2,Zi[2,7.59839932932396
922,2,6,940,0,1465,1,zhie2,Zi[2,7.28961052145117
922,22,4,523,0,1936,1,zhie2,Zi[2,7.56837926783652
923,2,1,132,1,1905,1,zhing1,ZiN1,7.5522372875608
923,8,2,163,0,2222,1,zhing1,ZiN1,7.70616297019958
923,20,5,658,1,233,1,zhing1,ZiN1,5.4510384535657
923,22,4,556,0,2047,1,zhing1,ZiN1,7.62413058566129
923,1,9,1330,0,261,1,zhing1,ZiN1,5.56452040732269
924,2,10,1578,0,656,1,sue4,sue4,6.48616078894409
924,22,8,1192,0,613,1,sue4,sue4,6.41836493593621
924,8,3,420,0,1158,1,sue4,sue4,7.05444965813294
924,20,4,543,1,313,1,sue4,sue4,5.74620319054015
925,1,4,508,0,734,1,ziu1,ciou1,6.59850902861452
925,2,1,63,0,2188,1,ziu1,ciou1,7.69074316354187
925,8,5,717,0,1177,1,ziu1,ciou1,7.07072410726028
925,22,8,1280,0,814,1,ziu1,ciou1,6.70196036600254
926,8,9,1414,1,772,1,zhve4,Zy^4,6.64898455002478
926,2,5,798,0,1161,1,zhve4,Zy^4,7.05703698169789
926,22,8,1232,0,983,1,zhve4,Zy^4,6.89060912014717
926,1,6,849,0,667,1,zhve4,Zy^4,6.50279004591562
926,20,2,191,1,235,1,zhve4,Zy^4,5.45958551414416
927,2,9,1325,0,2281,1,hing1,hiN1,7.73236922228439
927,1,4,509,0,1273,1,hing1,hiN1,7.14913159855741
927,8,5,768,0,969,1,hing1,hiN1,6.87626461189077
927,22,7,1053,0,1371,1,hing1,hiN1,7.22329567956231
928,1,2,220,0,1485,1,so4,so4,7.3031700512368
928,2,10,1536,0,1399,1,so4,so4,7.24351297466548
928,8,9,1358,1,288,1,so4,so4,5.66296048013595
928,22,2,205,0,1615,1,so4,so4,7.38709023565676
929,8,7,1071,0,1117,1,ge2,ke2,7.0184017990692
929,1,9,1436,0,589,1,ge2,ke2,6.37842618365159
929,2,5,732,0,707,1,ge2,ke2,6.56103066589657
929,22,9,1376,1,1639,1,ge2,ke2,7.40184157874383
930,2,7,990,0,2724,1,hvi3,hyei3,7.9098566672694
930,22,1,79,0,1875,1,hvi3,hyei3,7.53636393840451
930,1,8,1250,0,1092,1,hvi3,hyei3,6.99576615630485
930,8,3,361,1,1686,1,hvi3,hyei3,7.4301141385618
931,22,5,763,0,2220,1,kian3,Ki[n3,7.70526247486633
931,2,4,512,0,3703,1,kian3,Ki[n3,8.21689858091361
931,1,4,566,0,721,1,kian3,Ki[n3,6.58063913728495
931,8,10,1501,0,858,1,kian3,Ki[n3,6.75460409948796
932,8,7,1081,1,1350,1,giu2,kiou2,7.20785987143248
932,22,5,773,0,1689,1,giu2,kiou2,7.4318919168078
932,2,5,725,0,3882,1,giu2,kiou2,8.26410576372896
932,1,9,1426,0,436,1,giu2,kiou2,6.07764224334903
933,22,5,749,0,2321,1,pui1,Puei1,7.74975340627444
933,1,8,1137,0,805,1,pui1,Puei1,6.69084227741856
933,8,7,1001,1,707,1,pui1,Puei1,6.56103066589657
933,2,8,1235,0,669,1,pui1,Puei1,6.50578406012823
934,8,5,738,0,1569,1,zhuou3,Zuou3,7.35819375273303
934,20,10,1492,1,446,1,zhuou3,Zuou3,6.10031895202006
934,22,10,1565,0,1882,1,zhuou3,Zuou3,7.54009032014532
934,1,1,22,0,1127,1,zhuou3,Zuou3,7.02731451403978
934,2,1,142,0,2934,1,zhuou3,Zuou3,7.98412195870293
935,1,5,774,0,1364,1,nvou2,nyou2,7.21817683840341
935,2,7,1018,0,2120,1,nvou2,nyou2,7.65917136766606
935,8,2,246,1,2505,1,nvou2,nyou2,7.82604401351897
935,22,7,1017,0,2567,1,nvou2,nyou2,7.85049318087114
936,1,8,1199,0,1484,1,lui2,lui2,7.30249642372733
936,2,4,544,0,1691,1,lui2,lui2,7.43307534889858
936,22,1,147,0,2148,1,lui2,lui2,7.67229245562876
936,8,6,949,1,916,1,lui2,lui2,6.82001636467413
937,8,3,406,0,874,1,ruai3,ruai3,6.77308037565554
937,2,6,856,0,1107,1,ruai3,ruai3,7.00940893270864
937,20,1,10,1,1715,1,ruai3,ruai3,7.44716835960004
937,1,2,318,0,1418,1,ruai3,ruai3,7.25700270709207
937,22,6,869,0,2256,1,ruai3,ruai3,7.72134861261795
938,8,3,479,0,1586,1,lve1,lye1,7.36897040219479
938,1,10,1509,0,263,1,lve1,lye1,5.57215403217776
938,22,4,637,0,1777,1,lve1,lye1,7.48268182815465
938,2,2,262,0,2671,1,lve1,lye1,7.89020821310996
939,2,1,53,0,1705,1,bue1,pue1,7.44132038971762
939,22,3,396,0,2164,1,bue1,pue1,7.67971363996637
939,8,8,1186,1,439,1,bue1,pue1,6.08449941307517
940,8,8,1274,1,456,1,me2,me2,6.12249280951439
940,2,7,1026,0,901,1,me2,me2,6.80350525760834
940,22,9,1340,0,717,1,me2,me2,6.57507584059962
940,1,1,40,1,1163,1,me2,me2,7.05875815251866
941,22,6,824,0,1185,1,giong1,kioN1,7.07749805356923
941,8,3,463,0,1690,1,giong1,kioN1,7.43248380791712
941,2,8,1185,0,1291,1,giong1,kioN1,7.16317239084664
942,2,6,843,0,735,1,shv3,Sy3,6.59987049921284
942,8,3,429,0,1808,1,shv3,Sy3,7.49997654095212
942,22,3,428,0,2061,1,shv3,Sy3,7.63094658089046
942,1,8,1258,0,512,1,shv3,Sy3,6.23832462503951
943,8,9,1396,0,959,1,cie4,Ci[4,6.86589107488344
943,22,6,882,0,890,1,cie4,Ci[4,6.79122146272619
943,2,5,736,0,2791,1,cie4,Ci[4,7.93415523353632
943,1,5,671,0,566,1,cie4,Ci[4,6.33859407820318
944,8,5,784,0,993,1,ziang2,ciaN2,6.90073066404517
944,1,2,229,0,887,1,ziang2,ciaN2,6.78784498230958
944,2,7,966,0,891,1,ziang2,ciaN2,6.79234442747081
944,22,1,107,1,3997,1,ziang2,ciaN2,8.29329935871132
945,1,1,24,0,2129,1,ca2,Ca2,7.66340766489348
945,22,5,794,0,1318,1,ca2,Ca2,7.18387071506245
945,2,5,695,0,923,1,ca2,Ca2,6.82762923450285
945,20,3,373,1,233,1,ca2,Ca2,5.4510384535657
945,8,8,1173,1,574,1,ca2,Ca2,6.35262939631957
946,1,7,1112,0,428,1,qva4,qya4,6.0591231955818
946,2,1,64,1,1538,1,qva4,qya4,7.33823815006559
946,8,10,1517,0,822,1,qva4,qya4,6.71174039505618
946,22,4,516,0,858,1,qva4,qya4,6.75460409948796
947,22,9,1412,0,1232,1,jvo2,jyo2,7.11639414409346
947,2,3,441,0,1394,1,jvo2,jyo2,7.23993259132047
947,8,6,829,0,1764,1,jvo2,jyo2,7.47533923656674
947,1,9,1385,0,562,1,jvo2,jyo2,6.33150184989369
948,2,9,1391,0,1646,1,tiu2,Tiou2,7.40610338123702
948,22,7,1009,1,2080,1,tiu2,Tiou2,7.64012317269536
948,1,3,431,0,2495,1,tiu2,Tiou2,7.82204400818562
